species	2016	2012	2008	2004	2000	1994	1988	2018	2017	1996	2015	2013	2009	2019	2011	2010	2006	2007	2005	2002	2014	2001	2003
Ninox hantu	LC																				LC		
Ninox forbesi	LC																				LC		
Oreonympha nobilis	LC																				LC		
Oreonympha albolimbata	LC																				LC		
Actenoides regalis	VU																				VU		
Colaptes melanochloros	LC																				LC		
Colaptes melanolaimus	LC																				LC		
Himantopus himantopus	LC																				LC		
Cyanoramphus novaezelandiae	NT							LC	LC												NT		
Batrachostomus javensis	LC																				LC		
Campylopterus curvipennis	LC																				LC		
Ramphastos ambiguus	NT																				NT		
Pterodroma feae	NT							NT	NT												NT		
Buteo oreophilus	NT																				NT		
Otidiphaps aruensis	VU																				VU		
Ramphiculus fischeri	LC																				LC		
Ramphiculus meridionalis	VU								VU												VU		
Ptilinopus ornatus	LC																				LC		
Ptilinopus gestroi	LC																				LC		
Ptilinopus porphyraceus	LC																				LC		
Ptilinopus hernsheimi	LC																				LC		
Ptilinopus solomonensis	LC																				LC		
Ptilinopus speciosus	LC																				LC		
Ducula myristicivora	LC																				LC		
Ducula geelvinkiana	LC																				LC		
Hierococcyx sparverioides	LC																				LC		
Hierococcyx bocki	LC																				LC		
Hierococcyx fugax	LC																				LC		
Pteroglossus bitorquatus	EN																				EN		
Pteroglossus sturmii	NT																				NT		
Ramphiculus subgularis	VU																				VU		
Coccyzus merlini	LC																				LC		
Coccyzus bahamensis	NT																				NT		
Surniculus lugubris	LC																				LC		
Treron griveaudi	EN																				EN		
Butorides striata	LC																				LC		
Rhea pennata	LC							LC													LC		
Rhea tarapacensis	NT																				NT		
Cyrtonyx montezumae	LC						LR/lc														LC		
Scleroptila whytei	LC																				LC		
Scleroptila shelleyi	LC																				LC		
Pternistis castaneicollis	LC																				LC		
Pternistis atrifrons	LC							EN													LC		
Rhizothera longirostris	NT																				NT		
Rhizothera dulitensis	VU										VU										VU		
Chlamydotis undulata	VU																				VU		
Ninox spilocephala	NT																				NT		
Ptilinopus ponapensis	LC																				LC		
Ptilinopus fasciatus	LC																				LC		
Geotrygon saphirina	LC																				LC		
Geotrygon purpurata	EN																				EN		
Patagioenas maculosa	LC																				LC		
Patagioenas albipennis	LC																				LC		
Amazona autumnalis	LC							LC													LC		
Amazona lilacina	EN							EN	EN												EN		
Chlorodrepanis flava	VU	VU	VU	VU	VU	LR/lc	LR/lc																
Anas chlorotis	NT	EN	EN	EN	EN	NR	NR				NT						EN	EN					
Circus maillardi	EN	EN	EN	EN	EN	NR	NR																
Diomedea antipodensis	VU	VU	VU	VU	VU	NR	NT	EN	EN							VU		VU	VU				VU
Diomedea sanfordi	EN	EN	EN	EN	EN	NR	NR	EN				EN				EN		EN	EN				EN
Thalassarche bulleri	NT	NT	NT	VU	VU	LR/nt	LR/lc	NT								NT			VU				VU
Thalassarche impavida	VU	VU	VU	VU	VU	NR	NR	VU	VU							VU			VU				VU
Eunymphicus uvaeensis	EN	EN	EN	EN	EN	NR	NR		VU			EN											
Zoothera turipavae	VU	VU	VU	VU	VU	NR	NR																
Diomedea dabbenena	CR	CR	CR	EN	EN	NR	NR	CR			CR	CR	CR			CR		EN	EN				EN
Thalassarche carteri	EN	EN	EN	EN	VU	NR	NR	EN								EN		EN	EN				EN
Phyllomyias urichi	EN	EN	EN	EN	EN	NR	NR																
Acrocephalus tangorum	VU	VU	VU	VU	VU	NR	NR		VU									VU					
Ammospiza nelsoni	LC	LC	LC	LC	LR/lc	NR	NR	LC					LC										
Antilophia bokermanni	CR	CR	CR	CR	CR	NR	NR	CR			CR		CR		CR	CR							
Apalis flavigularis	EN	EN	EN	EN	EN	NR	NR																
Arremon franciscanus	NT	NT	NT	NT	LR/nt	NR	NR					NT											
Cacatua ophthalmica	VU	VU	VU	LC	LR/lc	LR/lc	LR/lc	VU															
Puffinus mauretanicus	CR	CR	CR	CR	LR/nt	NR	NR	CR			CR	CR	CR			CR			CR				
Procellaria conspicillata	VU	VU	VU	CR	CR	NR	NR	VU	VU			VU				VU		VU	CR				
Pterodroma atrata	EN	EN	EN	EN	EN	NR	NR	EN								EN	EN	EN					
Otus alius	DD	DD	DD	DD	DD	NR	NR	NT						NT									
Hylopezus auricularis	VU	VU	VU	VU	VU	NR	NR	VU															
Aegotheles tatei	DD	DD	DD	DD	DD	NR	NR		DD														
Scytalopus iraiensis	EN	EN	EN	EN	EN	NR	NR					EN											
Catharus bicknelli	VU	VU	VU	VU	VU	NR	NR	VU															
Centrocercus minimus	EN	EN	EN	EN	EN	NR	NR											EN	EN				
Chondrohierax wilsonii	CR	CR	CR	CR	CR	NR	NR					CR	CR			CR							
Pyrrholaemus sagittatus	LC	LC	LC	NT	LR/nt	LR/lc	LR/lc						LC					LC					
Aerodramus nuditarsus	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc						LC										
Conopophaga cearae	LC		NR	NR	NR	NR	NR																
Megapodius geelvinkianus	VU	VU	VU	VU	VU	NR	NR											VU					
Ortalis columbiana	LC	LC	NR	LC	LR/lc	NR	NR								LC		NR						
Rallus tenuirostris	NT		NR	NR	NR	LR/lc	LR/lc														NT		
Pseudocolaptes johnsoni	LC		NR	LC	LR/lc	LR/lc	NR		LC								NR						
Laniisoma buckleyi	NT		NR	LC	LR/lc	LR/lc	NR										NR						
Incana incana	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc						LC										
Lagonosticta sanguinodorsalis	LC	LC	LC	LC	LR/lc	NR	NR		LC				LC										
Vidua maryae	LC	LC	LC	LC	LR/lc	NR	NR						LC										
Atlapetes forbesi	LC	LC	LC	LC	LR/lc	NR	NR						LC										
Atlapetes terborghi	NT	NT	NT	NT	LR/nt	NR	NR																
Atlapetes canigenis	LC	LC	LC	LC	LR/lc	NR	NR						LC										
Aerodramus bartschi	EN	EN	EN	EN	EN	NR	NR																
Trochalopteron ngoclinhense	VU	VU	VU	VU	VU	NR	NR	EN	VU										VU				
Lonchura fuscata	NT	NT	NT	VU	VU	LR/nt	NT												NT				
Otus siaoensis	CR	CR	CR	CR	CR	NR	NR	CR					CR										
Zosterops nehrkorni	CR	CR	CR	CR	CR	NR	NR	CR			CR		CR										
Ninox ios	VU	VU	VU	VU	VU	NR	NR												VU				
Gymnocrex talaudensis	EN	EN	EN	EN	EN	NR	NR																
Esacus magnirostris	NT	NT	NT	NT	LR/nt	LR/lc	LR/lc										NT				NT		
Dromaius minor	EX	EX	EX	EX	EX	EX	EX																
Alopochen mauritiana	EX	EX	EX	EX	EX	EX	EX																
Anas theodori	EX	EX	EX	EX	EX	EX	EX																
Anas marecula	EX	EX	EX	EX	EX	EX	EX																
Upupa antaios	EX	EX	EX	EX	EX	EX	EX																
Cyanoramphus ulietanus	EX	EX	EX	EX	EX	EX	EX																
Psittacara labati	EX	EX	EX	EX	EX	EX	EX																
Amazona violacea	EX	EX	EX	EX	EX	EX	EX																
Amazona martinicana	EX	EX	EX	EX	EX	EX	EX																
Chlorostilbon elegans	EX	EX	EX	EX	EX	EX	EX																
Nesoenas duboisi	EX	EX	EX	EX	EX	EX	EX		EX														
Nesoenas rodericanus	EX	EX	EX	EX	EX	EX	EX		EX												EX		
Porphyrio caerulescens	EX	EX	EX	EX	EX	EX	EX														EX		
Porphyrio kukwiedei	EX	EX	EX	EX	EX	EX	EX																
Hypotaenidia poeciloptera	EX	EX	EX	EX	EX	EX	T			EX													
Mundia elpenor	EX	EX	EX	EX	EX	EX	EX																
Atlantisia podarces	EX	EX	EX	EX	EX	EX	EX																
Zapornia nigra	EX	EX	EX	EX	EX	EX	EX																
Zapornia astrictocarpus	EX	EX	EX	EX	EX	EX	EX																
Gallinula nesiotis	EX		EX	EX	EX	EX	EX									NR					EX		
Fulica newtonii	EX	EX	EX	EX	EX	EX	EX														EX		
Prosobonia ellisi	EX	EX	EX	EX	EX	EX	EX																
Nycticorax mauritianus	EX	EX	EX	EX	EX	EX	EX																
Nycticorax duboisi	EX	EX	EX	EX	EX	EX	EX																
Nycticorax megacephalus	EX	EX	EX	EX	EX	EX	EX																
Threskiornis solitarius	EX	EX	EX	EX	EX	EX	EX																
Pterodroma rupinarum	EX	EX	EX	EX	EX	EX	EX																
Bulweria bifax	EX	EX	EX	EX	EX	EX	EX																
Fregetta maoriana	CR	CR	CR	CR	EX	EX	EX	CR			CR	CR	CR			CR			CR				
Anthornis melanocephala	EX	EX	EX	EX	EX	EX	EX																
Turnagra tanagra	EX	EX	EX	EX	EX	EX	EX																
Chloridops kona	EX	EX	EX	EX	EX	EX	EX																
Porphyrio mantelli	EX	EX	EX	EX	EX	NR	NR			EN													
Nannococcyx psix	EX	EX	EX	EX	EX	EX	EX																
Lophopsittacus bensoni	EX	EX	EX	EX	EX	EX	EX																
Lophopsittacus mauritianus	EX	EX	EX	EX	EX	EX	EX																
Necropsittacus rodricanus	EX	EX	EX	EX	EX	EX	EX														EX		
Mascarenotus murivorus	EX	EX	EX	EX	EX	EX	EX																
Mascarenotus sauzieri	EX	EX	EX	EX	EX	EX	EX																
Mascarenotus grucheti	EX	EX	EX	EX	EX	EX	EX		EX														
Cabalus modestus	EX	EX	EX	EX	EX	EX	EX																
Aphanapteryx bonasia	EX	EX	EX	EX	EX	EX	EX																
Erythromachus leguati	EX	EX	EX	EX	EX	EX	EX																
Caracara lutosa	EX	EX	EX	EX	EX	EX	EX																
Poodytes rufescens	EX	EX	EX	EX	EX	EX	EX																
Akialoa obscura	EX	EX	EX	EX	EX	EX	T		EX	EX													
Phylloscopus sindianus	LC	LC	LC	LC	NR	NR	NR	LC					LC	LC									
Loxia leucoptera	LC	LC	LC	LC	LR/lc	NR	NR						LC										
Urile pelagicus	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc	LC					LC										
Colinus virginianus	NT	NT	NT	NT	LR/lc	LR/lc	LR/lc																
Zentrygon lawrencii	LC	LC	LC	LC	LR/lc	LR/lc	NR						LC										
Otus sunia	LC	LC	LC	LC	LR/lc	LR/lc	NR				LC		LC										
Leucosticte australis	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc	EN					LC										
Sula granti	LC	LC	LC	LC	LR/lc	NR	NR	LC					LC										
Brachyramphus perdix	NT	NT	NT	NT	LR/lc	NR	NR	NT								NT							
Glaucidium costaricanum	LC	LC	LC	LC	LR/lc	NR	NR						LC										
Glaucidium griseiceps	LC	LC	LC	LC	LR/lc	NR	NR						LC										
Glaucidium palmarum	LC	LC	LC	LC	LR/lc	NR	NR						LC										
Anthracothorax veraguensis	LC	LC	LC	LC	LR/lc	NR	NR						LC										
Chlorostilbon auriceps	LC	LC	LC	LC	LR/lc	NR	NR						LC										
Lampornis calolaemus	LC	LC	LC	LC	LR/lc	NR	NR						LC										
Leuconotopicus arizonae	LC	LC	LC	LC	LR/lc	NR	NR						LC										
Xiphorhynchus susurrans	LC	LC	LC	LC	LR/lc	NR	NR						LC										
Thamnophilus atrinucha	LC	LC	LC	LC	LR/lc	NR	NR						LC										
Myrmotherula pacifica	LC	LC	LC	LC	NR	NR	NR						LC										
Hylopezus dives	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc		LC				LC										
Scytalopus chocoensis	LC	LC	LC	LC	LR/lc	NR	NR						LC										
Calyptophilus tertius	VU		NR	NR	NR	NR	NR																
Ramphocelus costaricensis	LC	LC	LC	LC	LR/lc	NR	NR						LC										
Spindalis nigricephala	LC	LC	LC	LC	LR/lc	NR	NR						LC										
Spindalis dominicensis	LC	LC	LC	LC	LR/lc	NR	NR						LC										
Spindalis portoricensis	LC	LC	LC	LC	LR/lc	NR	NR						LC										
Sporophila funerea	LC	LC	LC	LC	LR/lc	NR	NR						LC										
Agelaius assimilis	LC	LC	LC	LC	LR/lc	NR	NR						LC										
Icterus bullockiorum	LC	LC	LC	LC	LR/lc	NR	NR						LC										
Icterus abeillei	LC	LC	LC	LC	LR/lc	NR	NR	LC					LC										
Lonchura atricapilla	LC	LC	LC	LC	LR/lc	NR	NR						LC										
Baeolophus ridgwayi	LC	LC	LC	LC	LR/lc	NR	NR		LC				LC										
Garrodia nereis	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc	LC					LC										
Psittacara rubritorquis	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc						LC										
Glaucidium parkeri	LC	LC	LC	LC	LR/lc	NR	NR		LC				LC										
Phyllaemulor bracteatus	LC	LC	LC	LC	LR/lc	LR/lc	T						LC										
Chordeiles rupestris	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc						LC										
Antrostomus ekmani	LC	LC	LC	LC	LR/lc	NR	NR						LC										
Heliangelus micraster	LC	LC	LC	LC	LR/lc	NR	NR						LC										
Momotus aequatorialis	LC		NR	LC	LR/lc	LR/lc	NR										NR				LC		
Cranioleuca baroni	LC	LC	LC	LC	LR/lc	LR/lc	NR						LC										
Phacellodomus maculipectus	LC	LC	LC	LC	LR/lc	LR/lc	NR						LC										
Herpsilochmus dugandi	LC	LC	LC	LC	LR/lc	LR/lc	NR						LC										
Cercomacroides laeta	LC	LC	LC	LC	LR/lc	NR	NR						LC										
Scytalopus atratus	LC	LC	LC	LC	LR/lc	NR	NR						LC										
Scytalopus bolivianus	LC	LC	LC	LC	LR/lc	NR	NR						LC										
Scytalopus sanctaemartae	LC	LC	LC	LC	LR/lc	NR	NR						LC										
Scytalopus caracae	LC	LC	LC	LC	LR/lc	NR	NR						LC										
Scytalopus spillmanni	LC	LC	LC	LC	LR/lc	NR	NR	LC					LC										
Scytalopus acutirostris	LC	LC	LC	LC	LR/lc	NR	NR						LC										
Scytalopus fuscus	LC	LC	LC	LC	LR/lc	NR	NR						LC	LC									
Scytalopus griseicollis	LC	LC	LC	LC	LR/lc	NR	NR				LC		LC										
Scytalopus simonsi	LC	LC	LC	LC	LR/lc	NR	NR						LC										
Scytalopus parvirostris	LC	LC	LC	LC	LR/lc	NR	NR						LC										
Rhynchocyclus pacificus	LC	LC	LC	LC	LR/lc	NR	NR						LC										
Onychorhynchus mexicanus	LC	LC	LC	LC	LR/lc	LR/lc	NR						LC	LC									
Doliornis sclateri	VU	VU	VU	VU	LR/lc	LR/lc	LR/lc																
Arremon semitorquatus	LC	LC	LC	LC	LR/lc	NR	NR	LC					LC										
Tangara cyanomelas	LC		NR	LC	LR/lc	NR	NR											NR					
Leistes militaris	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc	LC					LC										
Thamnomanes saturninus	LC	LC	LC	LC	LR/lc	NR	NR						LC										
Prinia hypoxantha	LC	LC	LC	LC	LR/lc	LR/lc	NR						LC										
Tylas eduardi	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc						LC										
Upupa marginata	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc						LC										
Calonectris edwardsii	NT	NT	NT	NT	NR	NR	NR	NT	NT							NT							
Setophaga subita	NT	NT	NT	NT	NR	NR	NR													NT			
Setophaga delicata	LC	LC	LC	LC	NR	NR	NR						LC										
Guyramemua affinis	NT	NT	LC	LC	NR	NR	NR						NT										
Myiopagis olallai	VU	VU	NT	NT	NR	NR	NR							LC	VU					NT			
Zimmerius villarejoi	VU	VU	VU	VU	NR	NR	NR													VU			
Lipaugus weberi	CR	EN	EN	EN	NR	NR	NR	CR			CR						EN			EN			
Gyps tenuirostris	CR	CR	CR	CR	NR	NR	NR		CR		CR	CR	CR			CR				CR			
Spilornis klossi	NT	NT	NT	NT	NR	NR	NR													NT			
Capito wallacei	VU	VU	VU	VU	NR	NR	NR										VU			VU			
Herpsilochmus pileatus	VU	VU	VU	VU	NR	NR	NR		VU											VU			
Garrulax konkakinhensis	VU	VU	VU	VU	NR	NR	NR		VU			VU								VU			
Motacilla samveasnae	NT	NT	NT	NT	NR	NR	NR													NT			
Alopochen kervazoi	EX	EX	EX	EX	NR	NR	NR													EX			
Phylloscopus orientalis	LC		NR	LC	NR	NR	NR												NR				
Phylloscopus humei	LC	LC	LC	LC	NR	NR	NR						LC										
Phylloscopus ibericus	LC	LC	LC	LC	NR	NR	NR						LC										
Phylloscopus canariensis	LC	LC	LC	LC	NR	NR	NR						LC										
Lanius meridionalis	LC		NR	LC	NR	NR	NR		VU										NR				
Carduelis corsicana	LC	LC	LC	LC	NR	NR	NR		LC				LC										
Acrocephalus orinus	DD	DD	DD	DD	NR	NR	NR		DD														
Poecilotriccus luluae	EN	EN	VU	VU	NR	NR	NR																
Crypturellus erythropus	LC	LC	LC	NR	NR	NR	NR						LC					LC					
Thalassarche cauta	NT	NT	NT	NR	NR	NR	NR	NT								NT		NT					
Thalassarche steadi	NT	NT	NT	NR	NR	NR	NR	NT	NT			NT				NT		NT					
Leucocarbo atriceps	LC		NR	NR	NR	NR	NR	LC													LC		
Egretta gularis	LC		NR	NR	NR	NR	NR														LC		
Phoenicopterus ruber	LC	LC	LC	LC	NR	NR	NR	LC					LC										
Anas crecca	LC	LC	LC	NR	LR/lc	LR/lc	LR/lc						LC	LC					LC				
Gyps indicus	CR	CR	CR	CR	NR	NR	NR		CR		CR	CR	CR			CR				CR			
Clanga hastata	VU	VU	VU	VU	NR	NR	NR					VU						VU					
Arborophila sumatrana	LC	LC	LC	LC	LR/lc	NR	NR						LC										
Scolopax rosenbergii	LC	LC	LC	LC	NR	NR	NR						LC										
Scolopax bukidnonensis	LC	LC	LC	LC	NR	NR	NR						LC										
Gallinago delicata	LC		NR	LC	LR/lc	NR	NR												NR		LC		
Larus glaucoides			NR	NR	NR	LR/lc	LR/lc	LC						LC									
Geotrygon caniceps	VU		NR	NR	NR	NR	NR														VU		
Geotrygon leucometopia	EN		NR	NR	NR	NR	NR														EN		
Pyrilia aurantiocephala	NT	NT	NT	NT	NR	NR	NR																
Bubo poensis	LC		NR	NR	NR	NR	NR														LC		
Ninox sumbaensis	NT	NT	NT	NT	NR	NR	NR		EN														
Caprimulgus pectoralis	LC		NR	NR	NR	NR	NR														LC		
Caprimulgus poliocephalus	LC		NR	NR	NR	NR	NR														LC		
Chaetura fumosa	LC	LC	LC	LC	LR/lc	NR	NR						LC										
Phaethornis striigularis	LC	LC	LC	LC	NR	NR	NR						LC										
Amazilia tzacatl	LC	LC	LC	NR	NR	LR/lc	LR/lc						LC										
Apalharpactes mackloti	LC	LC	LC	LC	NR	NR	NR						LC										
Campethera bennettii	LC		NR	NR	NR	NR	LR/lc														LC		
Dendropicos gabonensis	LC		NR	NR	NR	NR	LR/lc														LC		
Dendropicos goertae	LC		NR	NR	NR	NR	LR/lc														LC		
Pyriglena leuconota	LC	LC	LC	NR	NR	LR/lc	LR/lc						LC				LC						
Percnostola arenarum	VU	VU	VU	VU	NR	NR	NR	VU	VU														
Gymnopithys leucaspis	LC		NR	NR	NR	LR/lc	LR/lc																
Gymnopithys bicolor	LC		NR	NR	NR	LR/lc	LR/lc																
Scytalopus latrans	LC	LC	LC	LC	LR/lc	NR	NR						LC										
Scytalopus magellanicus	LC	LC	LC	LC	LR/lc	NR	NR						LC										
Mirafra africana	LC		NR	NR	NR	NR	LR/lc																
Certhilauda semitorquata	LC	LC	LC	LC	LR/lc	NR	NR						LC										
Calendulauda erythrochlamys	LC		NR	NR	NR	LR/lc	LR/lc		LC														
Arizelocichla milanjensis	LC		NR	NR	NR	NR	LR/lc																
Phyllastrephus flavostriatus	LC	LC	LC	NR	NR	NR	NR						LC				LC						
Lanius collaris	LC		NR	NR	NR	NR	NR																
Chlorophoneus multicolor	LC	LC	NR	NR	NR	NR	LR/lc		LC							LC							
Prionops caniceps	LC	NR	NR	NR	NR	NR	LR/lc		LC														
Monticola erythronotus	EN	EN	EN	EN	NR	NR	NR																
Geokichla piaggiae	LC	LC	NR	NR	NR	NR	NR					LC											
Alethe diademata	LC	LC	NR	NR	NR	NR	LR/lc	LC				LC											
Cisticola chubbi	LC		NR	NR	NR	NR	NR																
Apalis cinerea	LC		NR	NR	NR	NR	LR/lc		LC														
Calamonastes stierlingi	LC		NR	NR	NR	NR	LR/lc																
Eremomela pusilla	LC		NR	NR	NR	NR	LR/lc																
Abroscopus superciliaris	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc						LC										
Acanthiza apicalis	LC	LC	LC	LC	LR/lc	LR/lc	NR						LC										
Batis capensis	LC		NR	NR	NR	NR	LR/lc																
Terpsiphone rufiventer	LC	LC	LC	NR	NR	NR	LR/lc					LC	LC				LC						
