species	2016	2008	1996	1994	2015	2002	1990	1988	1986	2004	2019	2000	2013	2006	1965	1992	2017	2003	2018	2014	1982	2007	2009	2010	2012	2011
Galidictis grandidieri		EN	EN	R	EN		K	K				EN														
Gardnerycteris crenulatum		LC	LR/lc		LC						LC															
Gardnerycteris koepckeae		DD			DD						DD															
Gazella arabica																	VU									
Gazella bennettii		LC	LR/cd	V													LC	LC								
Gazella cuvieri	VU	EN	EN	E			E	E	E													EN				
Gazella dorcas		VU	LR/nt	V			V	V	K			VU					VU					VU				
Gazella gazella			LR/cd														EN	EN								
Gazella leptoceros	EN	EN	EN	E			E	V	V													EN				
Gazella marica		VU	VU	E			E	E	E								VU	VU								
Gazella spekei	EN	EN	VU	V			V	V	K													EN				
Gazella subgutturosa		VU	LR/nt											VU			VU	NT								
Genetta abyssinica	DD	LC	DD	K			K	K																		
Genetta angolensis	LC	LC	LR/lc																							
Genetta bourloni		NT			VU																					
Genetta cristata		VU	EN	E	VU																					
Genetta genetta		LC	LR/lc		LC																					
Genetta johnstoni	NT	VU	DD	K			K	K																		
Genetta maculata	LC	LC	LR/lc																							
Genetta pardina	LC	LC																								
Genetta piscivora		DD	DD		NT																					
Genetta poensis		DD			DD																					
Genetta servalina	LC	LC	LR/lc		LC																					
Genetta thierryi		LC	LR/lc		LC																					
Genetta tigrina		LC	LR/lc		LC																					
Genetta victoriae	LC	LC	LR/lc																							
Geocapromys brownii		VU	VU	I			I	I	I										EN		I					
Geocapromys ingrahami		VU	VU	R			R	R	R												R					
Geogale aurita	LC	LC	LR/lc	K	LC		K	K						LC												
Geomys arenarius		NT	LR/lc									LR/nt														
Geomys attwateri	LC	LC																								
Geomys breviceps	LC	LC																								
Geomys bursarius	LC	LC	LR/lc																							
Geomys knoxjonesi	LC	LC																								
Geomys personatus	LC	LC	LR/lc									LR/nt														
Geomys pinetis	LC	LC	LR/lc																							
Geomys texensis	LC	LC	LR/lc									LR/nt														
Geomys tropicalis		CR	VU																EN							
Georychus capensis	LC	LC	LR/lc							LC							LC									
Geoxus annectens		VU				DD													VU							
Geoxus valdivianus	LC	LC	LR/lc																							
Gerbilliscus afra	LC	LC	LR/lc							LC								LC								
Gerbilliscus boehmi	LC	LC	LR/lc							LC																
Gerbilliscus brantsii	LC	LC	LR/lc							LC																
Gerbilliscus gambiana		LC								LC							LC									
Gerbilliscus guineae	LC	LC	LR/lc							LC																
Gerbilliscus inclusus	LC	LC	LR/lc							LC																
Gerbilliscus kempi		LC	LR/lc							LC	LC															
Gerbilliscus leucogaster	LC	LC	LR/lc							LC																
Gerbilliscus nigricaudus		LC	LR/lc							LC							LC									
Gerbilliscus phillipsi	LC	LC	LR/lc							LC																
Gerbilliscus robustus	LC	LC	LR/lc							LC																
Gerbilliscus validus	LC	LC	LR/lc							LC																
Gerbillurus paeba	LC	LC	LR/lc							LC																
Gerbillurus setzeri	LC	LC	LR/lc							LC																
Gerbillurus tytonis	LC	LC	LR/lc							LC																
Gerbillurus vallinus	LC	LC	LR/lc							LC																
Gerbillus acticola		DD	LR/lc	K						DD							DD									
Gerbillus agag		DD	LR/lc							DD							DD									
Gerbillus amoenus	LC	LC	LR/lc							DD																
Gerbillus andersoni	LC	LC	LR/lc																							
Gerbillus aquilus	LC	LC	LR/lc																							
Gerbillus bottai		DD	LR/lc							DD							DD									
Gerbillus brockmani		DD	LR/lc							DD							DD									
Gerbillus burtoni		DD	CR							DD							DD									
Gerbillus campestris	LC	LC	LR/lc							LC																
Gerbillus cheesmani	LC	LC	LR/lc																							
Gerbillus cosensis	DD	DD	CR							DD																
Gerbillus dasyurus	LC	LC	LR/lc																							
Gerbillus dunni	LC	LC	LR/lc							DD																
Gerbillus famulus		LC	LR/lc														LC									
Gerbillus floweri		LC	CR							LC																
Gerbillus gerbillus	LC	LC	LR/lc							LC																
Gerbillus gleadowi	LC	NT	LR/lc																					LC		
Gerbillus grobbeni		DD	CR							DD							DD									
Gerbillus harwoodi	LC	LC	LR/lc							LC																
Gerbillus henleyi	LC	LC	LR/lc							LC																
Gerbillus hesperinus		EN	LR/lc							VU	EN															
Gerbillus hoogstraali		VU	CR							NT									VU							
Gerbillus jamesi		DD	LR/lc							DD							DD									
Gerbillus juliani		LC	LR/lc							LC							LC									
Gerbillus latastei		LC	LR/lc							DD	DD															
Gerbillus lowei		DD	CR							DD							DD									
Gerbillus mackilligini	LC	LC	LR/lc							LC							LC									
Gerbillus maghrebi		LC	VU	K						LC																
Gerbillus mesopotamiae	LC	LC	LR/lc																							
Gerbillus muriculus		DD	LR/lc	K						LC							DD									
Gerbillus nancillus		DD	LR/nt	K						DD							DD									
Gerbillus nanus	LC	LC	CR							LC																
Gerbillus nigeriae	LC	LC	LR/lc							LC																
Gerbillus occiduus		DD	CR							DD							DD									
Gerbillus percivali	DD	DD																								
Gerbillus perpallidus		LC	LR/lc							LC																
Gerbillus poecilops		LC	LR/nt														LC									
Gerbillus principulus		DD	CR							DD							DD									
Gerbillus pulvinatus	LC	LC	LR/lc							LC																
Gerbillus pusillus		LC	LR/lc							LC	LC															
Gerbillus pyramidum	LC	LC	LR/lc							LC																
Gerbillus rosalinda	LC	LC	LR/lc	K						DD																
Gerbillus rupicola		LC								DD							LC									
Gerbillus simoni	LC	LC	LR/lc							LC																
Gerbillus somalicus		DD	LR/lc							DD							DD									
Gerbillus stigmonyx		DD	LR/lc							DD							DD									
Gerbillus tarabuli	LC	LC	LR/lc							LC																
Gerbillus watersi	LC	LC	LR/lc							LC																
Giraffa camelopardalis	VU	LC	LR/cd																VU					LC		
Glaucomys sabrinus	LC	LC										LR/lc														
Glaucomys volans	LC	LC	LR/lc																							
Glauconycteris alboguttata		LC	VU							DD							LC									
Glauconycteris argentata		LC	LR/lc							LC							LC									
Glauconycteris beatrix		LC	LR/nt							NT							LC									
Glauconycteris curryae		DD								DD																
Glauconycteris egeria		DD	LR/lc							DD																
Glauconycteris gleni		DD	LR/nt							VU																
Glauconycteris humeralis		DD								DD																
Glauconycteris kenyacola		DD	DD							DD																
Glauconycteris machadoi		DD								DD																
Glauconycteris poensis		LC	LR/nt							LC							LC									
Glauconycteris superba		LC	VU							VU							LC									
Glauconycteris variegata		LC	LR/lc							LC							LC									
Glironia venusta	LC	LC	VU																							
Glirulus japonicus	LC	LC	EN	R																						
Glis glis	LC	LC	LR/nt																							
Glischropus javanus	DD	DD	LR/nt	K			K	K				EN														
Glischropus tylopus		LC	LR/lc																							
Globicephala macrorhynchus		DD	LR/cd	K															LC							DD
Globicephala melas		DD	LR/lc	K															LC							
Glossophaga commissarisi	LC	LC	LR/lc																							
Glossophaga leachii	LC	LC	LR/lc																							
Glossophaga longirostris		DD	LR/lc																LC							
Glossophaga morenoi		LC	LR/nt		LC																					
Glossophaga soricina		LC	LR/lc		LC																					
Glyphonycteris behnii	DD	DD	VU																							
Glyphonycteris daviesi		LC	LR/nt																LC							
Glyphonycteris sylvestris		LC	LR/nt																LC							
Glyphotes simus	DD	DD	LR/lc																							
Golunda ellioti	LC	LC	LR/lc																							
Gorilla beringei	CR	EN									CR	EN														
Gorilla gorilla	CR	CR	EN	V			V	V	V			EN							CR			CR				
Gracilimus radix											DD															
Gracilinanus aceramarcae	LC	LC	CR																							
Gracilinanus agilis		LC	LR/nt		LC																					LC
Gracilinanus dryas	LC	NT	VU																							NT
Gracilinanus emiliae	DD	DD	VU																							
Gracilinanus marica	LC	LC	LR/nt																							LC
Gracilinanus microtarsus		LC	LR/nt		LC																					
Grammomys aridulus		DD	LR/lc							NT	DD															
Grammomys brevirostris											DD															
Grammomys buntingi		DD	LR/lc							DD	DD															
Grammomys caniceps	DD	DD	LR/lc							DD																
Grammomys cometes	LC	LC	LR/lc							LC																
Grammomys dolichurus	LC	LC	LR/lc							LC																
Grammomys dryas		NT	LR/lc							NT	LC															
Grammomys gigas	EN	EN	EN							EN																
Grammomys ibeanus	LC	LC	LR/lc							LC																
Grammomys kuru	LC	LC	LR/lc							LC																
Grammomys macmillani	LC	LC	LR/lc							LC																
Grammomys minnae	VU	VU	LR/lc							VU																
Grammomys selousi	LC																									
Grampus griseus		LC	DD	K															LC						LC	
Graomys chacoensis											DD															
Graomys domorum	LC	LC	LR/lc																							
Graomys edithae		DD	LR/lc								DD															
Graomys griseoflavus	LC	LC	LR/lc																							
Graphiurus angolensis		DD								DD							DD									
Graphiurus christyi	LC	LC	LR/lc							DD																
Graphiurus crassicaudatus	DD	DD	LR/lc							DD																
Graphiurus johnstoni	DD	DD								DD																
Graphiurus kelleni	LC	LC	LR/lc		LC					DD																
Graphiurus lorraineus	LC	LC	LR/lc							LC																
Graphiurus microtis	LC	LC	LR/lc							LC																
Graphiurus monardi	DD	DD	LR/lc							DD																
Graphiurus murinus	LC	LC	LR/lc							LC																
Graphiurus nagtglasii	LC	LC								LC																
Graphiurus ocularis	LC	LC	VU							LC								LC								
Graphiurus platyops	LC	LC	LR/lc							LC																
Graphiurus rupicola	LC	LC	LR/lc							LC																
Graphiurus surdus	DD	DD	LR/lc			DD				DD																
Graphiurus walterverheyeni											DD															
Gulo gulo	LC	NT	VU	V			V	V															LC			
Gyldenstolpia fronto		EN	VU																CR							
Gymnobelideus leadbeateri	CR	EN	EN	E			V	V	E												E					
Gymnuromys roberti	LC	LC	VU	R																						
Habromys chinanteco		CR	LR/lc																CR							
Habromys delicatulus		CR															EN									
Habromys ixtlani		CR																	CR							
Habromys lepturus		CR	LR/nt																CR							
Habromys lophurus		NT	LR/lc																							
Habromys schmidlyi		CR																	CR							
Habromys simulatus		EN	EN																CR							
Hadromys humei	EN	EN	LR/lc																							
Hadromys yunnanensis	DD	DD																								
Haeromys margarettae	DD	DD	VU																							
Haeromys minahassae		VU	LR/lc																							
Haeromys pusillus	VU	VU	VU																							
Halichoerus grypus	LC	LC	LR/lc																							
Halmaheramys bokimekot											DD															
Handleyomys alfaroi	LC	LC	LR/lc																							
Handleyomys chapmani		LC	LR/lc																VU							
Handleyomys fuscatus	LC	LC	LR/lc																							
Handleyomys intectus	LC	LC	LR/lc																							
Handleyomys melanotis	LC	LC	DD																							
Handleyomys rhabdops		VU	LR/lc																							
Handleyomys rostratus	LC	LC	LR/lc																							
Handleyomys saturatior		NT	LR/lc																							
Hapalemur alaotrensis		CR	CR	E			E					CR								CR						
Hapalemur aureus		EN	CR	E			E	I				CR								CR						
Hapalemur griseus		VU	LR/lc					K	K											VU						
Hapalemur meridionalis		VU																		VU						
Hapalemur occidentalis		VU	VU	V			V					VU								VU						
Hapalomys delacouri		VU	LR/nt																							
Hapalomys longicaudatus	EN	EN	LR/nt																							
Haplonycteris fischeri		LC	VU	V																						
Harpiocephalus harpia		LC	LR/lc																							
Harpiola grisea	DD	DD	EN							CR																
Harpiola isodon		DD																								
Harpyionycteris celebensis		VU																								
Harpyionycteris whiteheadi		LC	LR/lc																							
Heimyscus fumosus	LC	LC	LR/lc	K						LC																
Helarctos malayanus		VU	DD	V			V										VU									
Heliophobius argenteocinereus	LC	LC	LR/nt							LC																
Heliosciurus gambianus	LC	LC	LR/lc							LC																
Heliosciurus mutabilis	LC	LC	LR/lc							LC																
Heliosciurus punctatus	DD	DD	LR/lc							DD																
Heliosciurus rufobrachium	LC	LC	LR/lc							LC																
Heliosciurus ruwenzorii	LC	LC	LR/lc							LC																
Heliosciurus undulatus	DD	DD	LR/lc							DD																
Helogale hirtula		LC	LR/lc		LC																					
Helogale parvula		LC	LR/lc		LC																					
Hemibelideus lemuroides		NT	LR/nt								NT															
Hemicentetes nigriceps	LC	LC			LC									LC												
Hemicentetes semispinosus	LC	LC	LR/lc		LC									LC												
Hemiechinus auritus	LC	LC	LR/lc																							
Hemiechinus collaris	LC	LC	LR/lc																							
Hemigalus derbyanus		VU	LR/lc		NT																					
Hemitragus jemlahicus		NT	VU	K																						
Herpailurus yagouaroundi		LC	LR/lc		LC	LC	I	I	I												I					
Herpestes auropunctatus	LC																									
Herpestes brachyurus	NT	LC	LR/lc																							
Herpestes edwardsii	LC	LC	LR/lc																							LC
Herpestes flavescens		LC	LR/lc		LC																					
Herpestes fuscus		VU			LC							DD														
Herpestes ichneumon	LC	LC	LR/lc																							
Herpestes javanicus	LC																									
